0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng|5|country_rus|6|latitude|7|longitude
AGK|AGK|Êàãóà|Êàãóà|Kagua|Kagua|Êàãóà|Êàãóà|Kagua|Kagua|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-6.383|-6.383|143.850|143.850
AGL|AGL|Âàíèãåëà|Âàíèãåëà|Wanigela|Wanigela|Âàíèãåëà|Âàíèãåëà|Wanigela|Wanigela|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-9.333|-9.333|149.150|149.150
AGM|AGM|||Tasiilaq|Tasiilaq|||Tasiilaq|Tasiilaq|Ãðåíëàíäèÿ|Ãðåíëàíäèÿ|65.612222|65.612222|-37.618333|-37.618333
AGN|AGN|Àíãóí|Àíãóí|Angoon|Angoon|||Angoon|Angoon|ÑØÀ|ÑØÀ|57.503555|57.503555|-134.585094|-134.585094
AGO|AGO|||Municipal|Municipal|||Magnolia|Magnolia|ÑØÀ|ÑØÀ|33.227468|33.227468|-93.216992|-93.216992
AGP|AGP|||Pablo Ruiz Picasso|Pablo Ruiz Picasso|Ìàëàãà|Ìàëàãà|Malaga|Malaga|Èñïàíèÿ|Èñïàíèÿ|36.674900|36.674900|-4.499106|-4.499106
AGQ|AGQ|Àãðèíèî|Àãðèíèî|Agrinion|Agrinion|Àãðèíèî|Àãðèíèî|Agrinion|Agrinion|Ãðåöèÿ|Ãðåöèÿ|38.602022|38.602022|21.351208|21.351208
AGR|AGR|||Kheria|Kheria|Àãðà|Àãðà|Agra|Agra|Èíäèÿ|Èíäèÿ|27.155831|27.155831|77.960892|77.960892
AGS|AGS|||Bush Field|Bush Field|||Augusta|Augusta|ÑØÀ|ÑØÀ|33.369943|33.369943|-81.964500|-81.964500
AGT|AGT|||Alejo Garcia|Alejo Garcia|Êóäàä-äåëü-Ýñòå|Êóäàä-äåëü-Ýñòå|Ciudad Del Este|Ciudad Del Este|Ïàðàãâàé|Ïàðàãâàé|-25.455500|-25.455500|-54.843592|-54.843592
AGU|AGU|||Aguascalients|Aguascalients|Àãóàñêàëèåíòåñ|Àãóàñêàëèåíòåñ|Aguascalientes|Aguascalientes|Ìåêñèêà|Ìåêñèêà|21.705558|21.705558|-102.317858|-102.317858
AGV|AGV|Àêàðèêóà|Àêàðèêóà|Acarigua|Acarigua|Àêàðèêóà|Àêàðèêóà|Acarigua|Acarigua|Âåíåñóýëà|Âåíåñóýëà|9.553422|9.553422|-69.237536|-69.237536
AGW|AGW|||Agnew|Agnew|||Agnew|Agnew|Àâñòðàëèÿ|Àâñòðàëèÿ|-12.145556|-12.145556|142.149167|142.149167
AGX|AGX|Àãàòòè-Àéëåíä|Àãàòòè-Àéëåíä|Agatti Island|Agatti Island|Àãàòòè-Àéëåíä|Àãàòòè-Àéëåíä|Agatti Island|Agatti Island|Èíäèÿ|Èíäèÿ|10.823656|10.823656|72.176042|72.176042
AGY|AGY|||Argyle Downs|Argyle Downs|||Argyle Downs|Argyle Downs|Àâñòðàëèÿ|Àâñòðàëèÿ|-16.333|-16.333|128.767|128.767
AGZ|AGZ|Àããåíåéç|Àããåíåéç|Aggeneys|Aggeneys|Àããåíåéç|Àããåíåéç|Aggeneys|Aggeneys|ÞÀÐ|ÞÀÐ|-29.281767|-29.281767|18.813869|18.813869
AHA|AHA|||Naha Air Force Base|Naha Air Force Base|Îêèíàâà|Îêèíàâà|Okinawa|Okinawa|ßïîíèÿ|ßïîíèÿ|26.2|26.2|127.65|127.65
AHB|AHB|Àáõà|Àáõà|Abha|Abha|Àáõà|Àáõà|Abha|Abha|Ñàóäîâñêàÿ Àðàâèÿ|Ñàóäîâñêàÿ Àðàâèÿ|18.240367|18.240367|42.656625|42.656625
AHC|AHC|||Amedee AAF|Amedee AAF|||Herlong|Herlong|Íîðâåãèÿ|Íîðâåãèÿ|40.265918|40.265918|-120.150613|-120.150613
AHD|AHD|||Downtown|Downtown|Àðäìîð|Àðäìîð|Ardmore|Ardmore|ÑØÀ|ÑØÀ|34.146989|34.146989|-97.122652|-97.122652
AHE|AHE|||Ahe Airport|Ahe Airport|||Ahe|Ahe|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|-14.427778|-14.427778|-146.255000|-146.255000
AHF|AHF|||Municipal|Municipal|||Arapahoe|Arapahoe|Ãâàòåìàëà|Ãâàòåìàëà|40.339451|40.339451|-99.906513|-99.906513
AHH|AHH|||Municipal|Municipal|||Amery|Amery|ÑØÀ|ÑØÀ|45.281148|45.281148|-92.375392|-92.375392
AHI|AHI|Àìàõàè|Àìàõàè|Amahai|Amahai|Àìàõàè|Àìàõàè|Amahai|Amahai|Èíäîíåçèÿ|Èíäîíåçèÿ|-3.348|-3.348|128.926|128.926
AHL|AHL|Àèñõàëòîí|Àèñõàëòîí|Aishalton|Aishalton|Àèñõàëòîí|Àèñõàëòîí|Aishalton|Aishalton|Ãàéàíà|Ãàéàíà|2.473604|2.473604|-59.321110|-59.321110
AHN|AHN|Àôèíû|Àôèíû|Athens|Athens|Àôèíû|Àôèíû|Athens|Athens|Ãðåöèÿ|Ãðåöèÿ|33.948595|33.948595|-83.326347|-83.326347
AHO|AHO|||Fertilia|Fertilia|||Alghero|Alghero|Èòàëèÿ|Èòàëèÿ|40.632133|40.632133|8.290772|8.290772
AHS|AHS|Àõóàñ|Àõóàñ|Ahuas|Ahuas|Àõóàñ|Àõóàñ|Ahuas|Ahuas|Ãîíäóðàñ|Ãîíäóðàñ|15.472222|15.472222|-84.352222|-84.352222
AHT|AHT|Àì-Òèìàí|Àì-Òèìàí|Amchitka|Amchitka|Àì-Òèìàí|Àì-Òèìàí|Amchitka|Amchitka|ÑØÀ|ÑØÀ|51.5|51.5|179|179
AHU|AHU|||Charif Al Idrissi|Charif Al Idrissi|||Al Hoceima|Al Hoceima|Ìàðîêêî|Ìàðîêêî|35.177103|35.177103|-3.839525|-3.839525
AHY|AHY|Àìáàòîëàõè|Àìáàòîëàõè|Ambatolahy|Ambatolahy|Àìáàòîëàõè|Àìáàòîëàõè|Ambatolahy|Ambatolahy|Ìàäàãàñêàð|Ìàäàãàñêàð|-20.000|-20.000|45.533|45.533
AHZ|AHZ|||Alpe D Huez|Alpe D Huez|||Alpe D Huez|Alpe D Huez|Ôðàíöèÿ|Ôðàíöèÿ|45.088333|45.088333|6.084722|6.084722
AIA|AIA|Àëüÿíñ|Àëüÿíñ|Alliance|Alliance|||Alliance|Alliance|ÑØÀ|ÑØÀ|42.053222|42.053222|-102.803778|-102.803778
AIB|AIB|Àíèòà Áýé|Àíèòà Áýé|Anita Bay|Anita Bay|||Anita Bay|Anita Bay|ÑØÀ|ÑØÀ|56.233333333333|56.233333333333|-132.38333333333|-132.38333333333
AIC|AIC|Àéðîê|Àéðîê|Airok|Airok|||Airok, Ailinglaplap|Airok, Ailinglaplap|Ìàðøàëëîâû îñòðîâà|Ìàðøàëëîâû îñòðîâà|7.100|7.100|171.233|171.233
AID|AID|||Municipal|Municipal|||Anderson|Anderson|ÑØÀ|ÑØÀ|40.108611|40.108611|-85.613000|-85.613000
AIE|AIE|Àéîìå|Àéîìå|Aiome|Aiome|Àéîìå|Àéîìå|Aiome|Aiome|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-5.133|-5.133|144.717|144.717
AIF|AIF|||Assis|Assis|||Assis|Assis|Áðàçèëèÿ|Áðàçèëèÿ|-22.638564|-22.638564|-50.455914|-50.455914
AIG|AIG|ßëèíãà|ßëèíãà|Yalinga|Yalinga|ßëèíãà|ßëèíãà|Yalinga|Yalinga|Öåíòðàëüíîàôðèêàíñêàÿ Ðåñïóáëèêà|Öåíòðàëüíîàôðèêàíñêàÿ Ðåñïóáëèêà|6.520|6.520|23.260|23.260
AIH|AIH|||Aiambak|Aiambak|||Aiambak|Aiambak|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-7.35|-7.35|141.26666666667|141.26666666667
AII|AII|||Alisabieh|Alisabieh|||Alisabieh|Alisabieh|Äæèáóòè|Äæèáóòè|11.133|11.133|42.717|42.717
AIK|AIK|||Municipal|Municipal|||Aiken|Aiken|ÑØÀ|ÑØÀ|33.649376|33.649376|-81.685036|-81.685036
AIL|AIL|Àéëèãàíäè|Àéëèãàíäè|Ailigandi|Ailigandi|Àéëèãàíäè|Àéëèãàíäè|Ailigandi|Ailigandi|Ïàíàìà|Ïàíàìà|9.217|9.217|-78.017|-78.017
AIM|AIM|||Ailuk Island|Ailuk Island|||Ailuk Island|Ailuk Island|Ìàðøàëëîâû îñòðîâà|Ìàðøàëëîâû îñòðîâà|10.200|10.200|169.983|169.983
AIN|AIN|||Wainwright|Wainwright|||Wainwright|Wainwright|ÑØÀ|ÑØÀ|70.638000|70.638000|-159.994750|-159.994750
AIO|AIO|||Municipal|Municipal|||Atlantic|Atlantic|ÑØÀ|ÑØÀ|41.403833|41.403833|-95.048750|-95.048750
AIP|AIP|||Ailinglapalap Island|Ailinglapalap Island|||Ailinglapalap Island|Ailinglapalap Island|Ìàðøàëëîâû îñòðîâà|Ìàðøàëëîâû îñòðîâà|7.267|7.267|168.817|168.817
AIR|AIR|||Aripuana|Aripuana|||Aripuana|Aripuana|Áðàçèëèÿ|Áðàçèëèÿ|-10.186389|-10.186389|-59.457500|-59.457500
AIS|AIS|Àðîðå-Àéëåíä|Àðîðå-Àéëåíä|Arorae Island|Arorae Island|Àðîðå-Àéëåíä|Àðîðå-Àéëåíä|Arorae Island|Arorae Island|Êèðèáàòè|Êèðèáàòè|-2.616111|-2.616111|176.802500|176.802500
AIT|AIT|Àèòóòàêè|Àèòóòàêè|Aitutaki|Aitutaki|Àèòóòàêè|Àèòóòàêè|Aitutaki|Aitutaki|Îñòðîâà Êóêà|Îñòðîâà Êóêà|-18.830922|-18.830922|-159.764233|-159.764233
AIU|AIU|||Atiu Island|Atiu Island|||Atiu Island|Atiu Island|Îñòðîâà Êóêà|Îñòðîâà Êóêà|-19.967778|-19.967778|-158.119167|-158.119167
AIV|AIV|||George Downer|George Downer|||Aliceville|Aliceville|ÑØÀ|ÑØÀ|33.106465|33.106465|-88.197792|-88.197792
AIW|AIW|||Ai-ais|Ai-ais|||Ai-ais|Ai-ais|Íàìèáèÿ|Íàìèáèÿ|-27.983333333333|-27.983333333333|17.583055555556|17.583055555556
AIY|AIY|||Bader Field|Bader Field|Àòëàíòèê Ñèòè|Àòëàíòèê Ñèòè|Atlantic City|Atlantic City|ÑØÀ|ÑØÀ|39.366666666667|39.366666666667|-74.45|-74.45
AIZ|AIZ|||Lee C Fine Memorial|Lee C Fine Memorial|||Kaiser/Lake Ozark|Kaiser/Lake Ozark|ÑØÀ|ÑØÀ|38.096035|38.096035|-92.549488|-92.549488
AJA|AJA|Êàìïî Äåëü Îðî|Êàìïî Äåëü Îðî|Campo Dell Oro|Campo Dell Oro|Àÿ÷÷èî|Àÿ÷÷èî|Ajaccio|Ajaccio|Ôðàíöèÿ|Ôðàíöèÿ|41.923889|41.923889|8.802500|8.802500
AJF|AJF|Äæóô|Äæóô|Jouf|Jouf|||Sakaka Al Jouf|Sakaka Al Jouf|Ñàóäîâñêàÿ Àðàâèÿ|Ñàóäîâñêàÿ Àðàâèÿ|29.785133|29.785133|40.100006|40.100006
AJI|AJI|||A&amp;#287;ri|A&amp;#287;ri|Àãðè|Àãðè|Agri|Agri|Èòàëèÿ|Èòàëèÿ|39.654569|39.654569|43.027150|43.027150
AJJ|AJJ|Àêæóæò|Àêæóæò|Akjoujt|Akjoujt|Àêæóæò|Àêæóæò|Akjoujt|Akjoujt|Ìàâðèòàíèÿ|Ìàâðèòàíèÿ|19.731667|19.731667|-14.379444|-14.379444
AJK|AJK|||Araak|Araak|||Araak|Araak|Èðàí|Èðàí|34.138147|34.138147|49.847292|49.847292
AJL|AJL|Àéçàóë|Àéçàóë|Aizawl|Aizawl|Àéçàóë|Àéçàóë|Aizawl|Aizawl|Èíäèÿ|Èíäèÿ|23.746603|23.746603|92.802767|92.802767
AJN|AJN|||Ouani|Ouani|Àíæóàí|Àíæóàí|Anjouan|Anjouan|Êîìîðñêèå îñòðîâà|Êîìîðñêèå îñòðîâà|-12.131667|-12.131667|44.430279|44.430279
AJO|AJO|Àëüþô|Àëüþô|Aljouf|Aljouf|Àëüþô|Àëüþô|Aljouf|Aljouf|Éåìåí|Éåìåí|15.717|15.717|44.250|44.250
AJR|AJR|Àðâèäñüÿóð|Àðâèäñüÿóð|Arvidsjaur|Arvidsjaur|Àðâèäñüÿóð|Àðâèäñüÿóð|Arvidsjaur|Arvidsjaur|Øâåöèÿ|Øâåöèÿ|65.590278|65.590278|19.281944|19.281944
AJS|AJS|Àáðåîõîñ|Àáðåîõîñ|Abreojos|Abreojos|Àáðåîõîñ|Àáðåîõîñ|Abreojos|Abreojos|Ìåêñèêà|Ìåêñèêà|26.727222|26.727222|-113.559444|-113.559444
AJU|AJU|Ñàíòà Ìàðèÿ|Ñàíòà Ìàðèÿ|Santa Maria|Santa Maria|Àðàêàéþ|Àðàêàéþ|Aracaju|Aracaju|Áðàçèëèÿ|Áðàçèëèÿ|-10.984000|-10.984000|-37.070333|-37.070333
AJY|AJY|||Agades|Agades|||Agades|Agades|Íèãåð|Íèãåð|16.965997|16.965997|8.000114|8.000114
AKA|AKA|Àíüêàí|Àíüêàí|Ankang|Ankang|Àíüêàí|Àíüêàí|Ankang|Ankang|Êèòàé|Êèòàé|32.708056|32.708056|108.931389|108.931389
AKB|AKB|||Atka|Atka|||Atka|Atka|ÑØÀ|ÑØÀ|52.220586|52.220586|-174.206183|-174.206183
AKC|AKC|||Fulton International|Fulton International|||Akron/Canton|Akron/Canton|ÞÀÐ|ÞÀÐ|41.037500|41.037500|-81.466917|-81.466917
AKD|AKD|Àêîëà|Àêîëà|Akola|Akola|Àêîëà|Àêîëà|Akola|Akola|Èíäèÿ|Èíäèÿ|20.699006|20.699006|77.058628|77.058628
AKE|AKE|Àêèåíè|Àêèåíè|Akieni|Akieni|Àêèåíè|Àêèåíè|Akieni|Akieni|Ãàáîí|Ãàáîí|-1.129436|-1.129436|13.920506|13.920506
AKF|AKF|Êóôðà|Êóôðà|Kufrah|Kufrah|Êóôðà|Êóôðà|Kufrah|Kufrah|Ëèâèÿ|Ëèâèÿ|24.178728|24.178728|23.313958|23.313958
AKG|AKG|Àíãóãàíàê|Àíãóãàíàê|Anguganak|Anguganak|Àíãóãàíàê|Àíãóãàíàê|Anguganak|Anguganak|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-3.550|-3.550|142.217|142.217
AKH|AKH|||Prince Sultan Air Base|Prince Sultan Air Base|||Al Kharj|Al Kharj|Ñàóäîâñêàÿ Àðàâèÿ|Ñàóäîâñêàÿ Àðàâèÿ|24.062700|24.062700|47.580536|47.580536
AKI|AKI|||Akiak|Akiak|||Akiak|Akiak|ÑØÀ|ÑØÀ|60.902889|60.902889|-161.230583|-161.230583
AKJ|AKJ|Àñàõèêàâà|Àñàõèêàâà|Asahikawa|Asahikawa|Àñàõèêàâà|Àñàõèêàâà|Asahikawa|Asahikawa|ßïîíèÿ|ßïîíèÿ|43.670833|43.670833|142.447500|142.447500
AKK|AKK|||Akhiok SPB|Akhiok SPB|||Akhiok|Akhiok|ÑØÀ|ÑØÀ|56.938691|56.938691|-154.182556|-154.182556
AKL|AKL|||Auckland International|Auckland International|Îêëåíä|Îêëåíä|Auckland|Auckland|Íîâàÿ Çåëàíäèÿ|Íîâàÿ Çåëàíäèÿ|-37.008056|-37.008056|174.791667|174.791667
AKM|AKM|Çàêóìà|Çàêóìà|Zakouma|Zakouma|Çàêóìà|Çàêóìà|Zakouma|Zakouma|×àä|×àä|10.900|10.900|19.817|19.817
AKN|AKN|||King Salmon|King Salmon|||King Salmon|King Salmon|ÑØÀ|ÑØÀ|58.676493|58.676493|-156.648691|-156.648691
AKO|AKO|||Colorado Plains Regional Airport|Colorado Plains Regional Airport|Akron|Akron|Akron, CO|Akron, CO|ÑØÀ|ÑØÀ|40.175633|40.175633|-103.222028|-103.222028
AKP|AKP|||Anaktuvuk|Anaktuvuk|||Anaktuvuk|Anaktuvuk|ÑØÀ|ÑØÀ|68.133597|68.133597|-151.743342|-151.743342
AKQ|AKQ|||Gunung Batin|Gunung Batin|Àñòðàêñåòðà|Àñòðàêñåòðà|Astraksetra|Astraksetra|Èíäîíåçèÿ|Èíäîíåçèÿ|-4.612|-4.612|105.232|105.232
AKR|AKR|Àêåðå|Àêåðå|Akure|Akure|Àêåðå|Àêåðå|Akure|Akure|Íèãåðèÿ|Íèãåðèÿ|7.246739|7.246739|5.301008|5.301008
AKT|AKT|||Akrotiri Raf|Akrotiri Raf|Àêðîòèðè|Àêðîòèðè|Akrotiri|Akrotiri|Êèïð|Êèïð|34.590416|34.590416|32.987861|32.987861
AKU|AKU|Àêñó|Àêñó|Aksu|Aksu|Àêñó|Àêñó|Aksu|Aksu|Êèòàé|Êèòàé|41.262500|41.262500|80.291667|80.291667
AKV|AKV|||Akulivik|Akulivik|||Akulivik|Akulivik|Êàíàäà|Êàíàäà|60.818611|60.818611|-78.148611|-78.148611
AKW|AKW|||Aghajari|Aghajari|||Aghajari|Aghajari|Èðàí|Èðàí|30.744450|30.744450|49.677183|49.677183
AKX|AKX|Àêòþáèíñê|Àêòþáèíñê|Aktyubinsk|Aktyubinsk|Àêòþáèíñê|Àêòþáèíñê|Aktyubinsk|Aktyubinsk|Êàçàõñòàí|Êàçàõñòàí|50.245833|50.245833|57.206667|57.206667
AKY|AKY|||Civil|Civil|||Sittwe|Sittwe|Ìüÿíìà|Ìüÿíìà|20.132708|20.132708|92.872628|92.872628
ALA|ALA|Àëìàòû|Àëìàòû|Almaty|Almaty|Àëìàòû|Àëìàòû|Almaty|Almaty|Êàçàõñòàí|Êàçàõñòàí|43.352072|43.352072|77.040508|77.040508
ALB|ALB|Îëáàíè ìåæäóíàðîäíûé|Îëáàíè ìåæäóíàðîäíûé|Albany International|Albany International|Îëáàíè|Îëáàíè|Albany|Albany|ÑØÀ|ÑØÀ|42.749111|42.749111|-73.801972|-73.801972
ALC|ALC|||Alicante El Altet|Alicante El Altet|Àëèêàíòå|Àëèêàíòå|Alicante|Alicante|Èñïàíèÿ|Èñïàíèÿ|38.282169|38.282169|-0.558156|-0.558156
ALD|ALD|Àëåðòà|Àëåðòà|Alerta|Alerta|Àëåðòà|Àëåðòà|Alerta|Alerta|Ïåðó|Ïåðó|-11.683|-11.683|-69.333|-69.333
ALE|ALE|||Alpine|Alpine|||Alpine|Alpine|ÑØÀ|ÑØÀ|30.384222|30.384222|-103.683583|-103.683583
ALF|ALF|Àëüòà|Àëüòà|Alta|Alta|Àëòà|Àëòà|Alta|Alta|Íîðâåãèÿ|Íîðâåãèÿ|69.976111|69.976111|23.371667|23.371667
ALG|ALG|||Houari Boumediene|Houari Boumediene|||Algiers|Algiers|Àëæèð|Àëæèð|36.694444|36.694444|3.216944|3.216944
ALH|ALH|Îëáàíè|Îëáàíè|Albany|Albany|Îëáàíè|Îëáàíè|Albany|Albany|Àâñòðàëèÿ|Àâñòðàëèÿ|-34.943333|-34.943333|117.808889|117.808889
ALI|ALI|||International|International|||Alice|Alice|ÑØÀ|ÑØÀ|27.740889|27.740889|-98.026944|-98.026944
ALJ|ALJ|Êîðòäóì|Êîðòäóì|Kortdoorn|Kortdoorn|Àëåêñàíäåð-Áåé|Àëåêñàíäåð-Áåé|Alexander Bay|Alexander Bay|ÞÀÐ|ÞÀÐ|-28.575001|-28.575001|16.533332|16.533332
ALK|ALK|Àñåëà|Àñåëà|Asela|Asela|Àñåëà|Àñåëà|Asela|Asela|Ýôèîïèÿ|Ýôèîïèÿ|7.967|7.967|39.117|39.117
ALL|ALL|Àëáåíãà|Àëáåíãà|Albenga|Albenga|Àëáåíãà|Àëáåíãà|Albenga|Albenga|Èòàëèÿ|Èòàëèÿ|44.050608|44.050608|8.127428|8.127428
ALM|ALM|||Municipal|Municipal|Àëàìîãîðäî|Àëàìîãîðäî|Alamogordo|Alamogordo|ÑØÀ|ÑØÀ|32.839944|32.839944|-105.990583|-105.990583
ALN|ALN|Àëüòîí|Àëüòîí|Alton|Alton|||Alton|Alton|ÑØÀ|ÑØÀ|38.889917|38.889917|-90.045989|-90.045989
ALO|ALO|Âàòåðëî|Âàòåðëî|Waterloo|Waterloo|Âàòåðëî|Âàòåðëî|Waterloo|Waterloo|ÑØÀ|ÑØÀ|42.557081|42.557081|-92.400344|-92.400344
ALP|ALP|||Nejrab|Nejrab|Àëåïïî|Àëåïïî|Aleppo|Aleppo|Ñèðèÿ|Ñèðèÿ|36.180675|36.180675|37.224358|37.224358
ALQ|ALQ|||Federal|Federal|||Alegrete|Alegrete|Áðàçèëèÿ|Áðàçèëèÿ|-29.800274|-29.800274|-55.763054|-55.763054
ALR|ALR|Àëåêñàíäðà|Àëåêñàíäðà|Alexandra|Alexandra|Àëåêñàíäðà|Àëåêñàíäðà|Alexandra|Alexandra|Íîâàÿ Çåëàíäèÿ|Íîâàÿ Çåëàíäèÿ|-45.211667|-45.211667|169.373333|169.373333
ALS|ALS|||Municipal|Municipal|Àëàìîñà|Àëàìîñà|Alamosa|Alamosa|ÑØÀ|ÑØÀ|37.434917|37.434917|-105.866556|-105.866556
ALT|ALT|||Alenquer|Alenquer|||Alenquer|Alenquer|Áðàçèëèÿ|Áðàçèëèÿ|-1.917499|-1.917499|-54.721111|-54.721111
ALU|ALU|Àëóëà|Àëóëà|Alula|Alula|Àëóëà|Àëóëà|Alula|Alula|Ñîìàëè|Ñîìàëè|11.950|11.950|50.733|50.733
ALV|ALV|||Andorra La Vella H/P|Andorra La Vella H/P|Àíäîððà-ëà-Âåëëà|Àíäîððà-ëà-Âåëëà|Andorra La Vella|Andorra La Vella|Àíäîððà|Àíäîððà|42.506|42.506|1.522|1.522
ALW|ALW|||Walla Walla|Walla Walla|||Walla Walla|Walla Walla|ÑØÀ|ÑØÀ|46.094778|46.094778|-118.289000|-118.289000
ALX|ALX|||Thomas C Russell Fld|Thomas C Russell Fld|||Alexander City|Alexander City|ÑØÀ|ÑØÀ|32.914744|32.914744|-85.962956|-85.962956
ALY|ALY|||El Nohza|El Nohza|Àëåêñàíäðèÿ|Àëåêñàíäðèÿ|Alexandria|Alexandria|Åãèïåò|Åãèïåò|31.183903|31.183903|29.948889|29.948889
ALZ|ALZ|||Alitak SPB|Alitak SPB|||Alitak|Alitak|ÑØÀ|ÑØÀ|56.899487|56.899487|-154.247847|-154.247847
AMA|AMA|||Rick Husband Amarillo International|Rick Husband Amarillo International|||Amarillo, TX|Amarillo, TX|ÑØÀ|ÑØÀ|35.219361|35.219361|-101.705917|-101.705917
AMB|AMB|Àìáèëîáå|Àìáèëîáå|Ambilobe|Ambilobe|Àìáèëîáå|Àìáèëîáå|Ambilobe|Ambilobe|Ìàäàãàñêàð|Ìàäàãàñêàð|-13.188431|-13.188431|48.987978|48.987978
AMC|AMC|||Am Timan|Am Timan|||Am Timan|Am Timan|×àä|×àä|11.034|11.034|20.274|20.274
AMD|AMD|Àõìåäàáàä|Àõìåäàáàä|Ahmedabad|Ahmedabad|Àõìåäàáàä|Àõìåäàáàä|Ahmedabad|Ahmedabad|Èíäèÿ|Èíäèÿ|23.077242|23.077242|72.634650|72.634650
AME|AME|Àëüòî-Ìîëîêóý|Àëüòî-Ìîëîêóý|Alto Molocue|Alto Molocue|Àëüòî-Ìîëîêóý|Àëüòî-Ìîëîêóý|Alto Molocue|Alto Molocue|Ìîçàìáèê|Ìîçàìáèê|-15.633|-15.633|37.700|37.700
AMF|AMF|Àìà|Àìà|Ama|Ama|Àìà|Àìà|Ama|Ama|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-4.100|-4.100|141.667|141.667
AMG|AMG|||Amboin|Amboin|||Amboin|Amboin|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-4.600|-4.600|143.500|143.500
AMH|AMH|Àðáà-Ìèí÷|Àðáà-Ìèí÷|Arba Mintch|Arba Mintch|Àðáà-Ìèí÷|Àðáà-Ìèí÷|Arba Mintch|Arba Mintch|Ýôèîïèÿ|Ýôèîïèÿ|6.039389|6.039389|37.590453|37.590453
AMI|AMI|||Selaparang|Selaparang|||Mataram|Mataram|Èíäîíåçèÿ|Èíäîíåçèÿ|-8.560708|-8.560708|116.094656|116.094656
AMJ|AMJ|Àëüìåíàðà|Àëüìåíàðà|Almenara|Almenara|||Almenara|Almenara|Áðàçèëèÿ|Áðàçèëèÿ|-16.165963|-16.165963|-40.684436|-40.684436
AMK|AMK|||Animas Airpark|Animas Airpark|Äóðàíãî|Äóðàíãî|Durango|Durango|ÑØÀ|ÑØÀ|37.203178|37.203178|-107.869195|-107.869195
AML|AML|||Puerto Armuellas|Puerto Armuellas|||Puerto Armuellas|Puerto Armuellas|Ïàíàìà|Ïàíàìà|8.268056|8.268056|-82.864944|-82.864944
AMM|AMM|||Queen Alia Intl|Queen Alia Intl|Àììàí|Àììàí|Amman|Amman|Èîðäàíèÿ|Èîðäàíèÿ|31.722556|31.722556|35.993214|35.993214
AMN|AMN|||Gratiot Community|Gratiot Community|||Alma|Alma|ÑØÀ|ÑØÀ|43.322139|43.322139|-84.687944|-84.687944
AMO|AMO|Ìàî|Ìàî|Mao|Mao|Ìàî|Ìàî|Mao|Mao|×àä|×àä|14.145556|14.145556|15.314444|15.314444
AMP|AMP|Àìïàíèõè|Àìïàíèõè|Ampanihy|Ampanihy|Àìïàíèõè|Àìïàíèõè|Ampanihy|Ampanihy|Ìàäàãàñêàð|Ìàäàãàñêàð|-24.699722|-24.699722|44.734167|44.734167
AMQ|AMQ|||Pattimura|Pattimura|Àìáîí|Àìáîí|Ambon|Ambon|Èíäîíåçèÿ|Èíäîíåçèÿ|-3.710264|-3.710264|128.089136|128.089136
AMR|AMR|Àðíî|Àðíî|Arno|Arno|Àðíî|Àðíî|Arno|Arno|Ìàðøàëëîâû îñòðîâà|Ìàðøàëëîâû îñòðîâà|7.083|7.083|171.683|171.683
AMS|AMS|||Amsterdam-Schiphol|Amsterdam-Schiphol|Àìñòåðäàì|Àìñòåðäàì|Amsterdam|Amsterdam|Íèäåðëàíäû|Íèäåðëàíäû|52.308613|52.308613|4.763889|4.763889
AMT|AMT|Àìàòà|Àìàòà|Amata|Amata|||Amata|Amata|Àâñòðàëèÿ|Àâñòðàëèÿ|-26.102778|-26.102778|131.206667|131.206667
AMU|AMU|Àìàíàá|Àìàíàá|Amanab|Amanab|Àìàíàá|Àìàíàá|Amanab|Amanab|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-3.583|-3.583|141.200|141.200
AMV|AMV|Àìäåðìà|Àìäåðìà|Amderma|Amderma|Àìäåðìà|Àìäåðìà|Amderma|Amderma|Ðîññèÿ|Ðîññèÿ|69.763333|69.763333|61.556389|61.556389
AMW|AMW|Àìåñ|Àìåñ|Ames|Ames|||Ames|Ames|ÑØÀ|ÑØÀ|41.992056|41.992056|-93.621833|-93.621833
AMX|AMX|||Ammaroo|Ammaroo|||Ammaroo|Ammaroo|Àâñòðàëèÿ|Àâñòðàëèÿ|-21.739167|-21.739167|135.243056|135.243056
