0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng|5|country_rus|6|latitude|7|longitude
TPC|TPC|Òàðàïîà|Òàðàïîà|Tarapoa|Tarapoa|Òàðàïîà|Òàðàïîà|Tarapoa|Tarapoa|Ýêâàäîð|Ýêâàäîð|-0.122956|-0.122956|-76.337750|-76.337750
TPE|TPE|||Taiwan Taoyuan International (Chiang Kai Shek International)|Taiwan Taoyuan International (Chiang Kai Shek International)|||Taipei|Taipei|Òàéâàíü|Òàéâàíü|25.077731|25.077731|121.232822|121.232822
TPG|TPG|Òàéïèíã|Òàéïèíã|Taiping|Taiping|Òàéïèíã|Òàéïèíã|Taiping|Taiping|Ìàëàéçèÿ|Ìàëàéçèÿ|4.866389|4.866389|100.715278|100.715278
TPH|TPH|||Tonopah Arpt|Tonopah Arpt|Òîíîïà|Òîíîïà|Tonopah|Tonopah|ÑØÀ|ÑØÀ|38.060194|38.060194|-117.086806|-117.086806
TPI|TPI|||Tapini|Tapini|Òàïèíè|Òàïèíè|Tapini|Tapini|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-8.350|-8.350|146.983|146.983
TPJ|TPJ|||Taplejung Suketar|Taplejung Suketar|Òàïëåäæóíã|Òàïëåäæóíã|Taplejung|Taplejung|Íåïàë|Íåïàë|27.350|27.350|84.667|84.667
TPK|TPK|Òàïàêòóàí|Òàïàêòóàí|Tapaktuan|Tapaktuan|Òàïàêòóàí|Òàïàêòóàí|Tapaktuan|Tapaktuan|Èíäîíåçèÿ|Èíäîíåçèÿ|3.266|3.266|97.183|97.183
TPL|TPL|||Draughon-miller Central Texas Regional|Draughon-miller Central Texas Regional|||Temple, TX|Temple, TX|ÑØÀ|ÑØÀ|31.151900|31.151900|-97.407663|-97.407663
TPN|TPN|Òèïóòèíè|Òèïóòèíè|Tiputini|Tiputini|Òèïóòèíè|Òèïóòèíè|Tiputini|Tiputini|Ýêâàäîð|Ýêâàäîð|-0.776111|-0.776111|-75.526389|-75.526389
TPO|TPO|||Tanalian Point|Tanalian Point|||Tanalian Point|Tanalian Point|ÑØÀ|ÑØÀ|60.204333|60.204333|-154.318873|-154.318873
TPP|TPP|Òàðàïîòî|Òàðàïîòî|Tarapoto|Tarapoto|Òàðàïîòî|Òàðàïîòî|Tarapoto|Tarapoto|Ïåðó|Ïåðó|-6.508742|-6.508742|-76.373247|-76.373247
TPQ|TPQ|Òåïèê|Òåïèê|Tepic|Tepic|Òåïèê|Òåïèê|Tepic|Tepic|Ìåêñèêà|Ìåêñèêà|21.419453|21.419453|-104.842581|-104.842581
TPR|TPR|||Tom Price|Tom Price|||Tom Price|Tom Price|Àâñòðàëèÿ|Àâñòðàëèÿ|-22.656|-22.656|117.760|117.760
TPS|TPS|||Birgi|Birgi|Òàïèíè|Òàïèíè|Trapani|Trapani|Èòàëèÿ|Èòàëèÿ|37.911403|37.911403|12.487961|12.487961
TPT|TPT|Òàïåòà|Òàïåòà|Tapeta|Tapeta|Òàïåòà|Òàïåòà|Tapeta|Tapeta|Ëèáåðèÿ|Ëèáåðèÿ|6.483|6.483|-8.867|-8.867
TPU|TPU|Òèêàïóð|Òèêàïóð|Tikapur|Tikapur|Òèêàïóð|Òèêàïóð|Tikapur|Tikapur|Íåïàë|Íåïàë|28.517|28.517|81.150|81.150
TPX|TPX|||Tupai|Tupai|||Tupai|Tupai|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|-16.283333333333|-16.283333333333|-1.8333333333333|-1.8333333333333
TQN|TQN|Òàëóêàí|Òàëóêàí|Taluqan|Taluqan|Òàëóêàí|Òàëóêàí|Taluqan|Taluqan|Àôãàíèñòàí|Àôãàíèñòàí|36.775267|36.775267|69.532669|69.532669
TQR|TQR|||San Domino Island|San Domino Island|||San Domino Island|San Domino Island|Èòàëèÿ|Èòàëèÿ|43.266666666667|43.266666666667|10.933333333333|10.933333333333
TQS|TQS|Òðåñ-Ýñêèíàñ|Òðåñ-Ýñêèíàñ|Tres Esquinas|Tres Esquinas|Òðåñ-Ýñêèíàñ|Òðåñ-Ýñêèíàñ|Tres Esquinas|Tres Esquinas|Êîëóìáèÿ|Êîëóìáèÿ|0.745900|0.745900|-75.234025|-75.234025
TRA|TRA|||Tarama|Tarama|Òàðàìàæèìà|Òàðàìàæèìà|Taramajima|Taramajima|ßïîíèÿ|ßïîíèÿ|24.653889|24.653889|124.675278|124.675278
TRB|TRB|||Gonzalo|Gonzalo|Òóðáî|Òóðáî|Turbo|Turbo|Êîëóìáèÿ|Êîëóìáèÿ|8.116667|8.116667|-76.716667|-76.716667
TRC|TRC|||Francisco Sarabia|Francisco Sarabia|Òîððåîí|Òîððåîí|Torreon|Torreon|Ìåêñèêà|Ìåêñèêà|25.568278|25.568278|-103.410583|-103.410583
TRD|TRD|||Vaernes|Vaernes|Òðîíäõàéì|Òðîíäõàéì|Trondheim|Trondheim|Íîðâåãèÿ|Íîðâåãèÿ|63.457556|63.457556|10.924250|10.924250
TRE|TRE|||Tiree|Tiree|||Tiree|Tiree|Âåëèêîáðèòàíèÿ|Âåëèêîáðèòàíèÿ|56.499167|56.499167|-6.869167|-6.869167
TRF|TRF|Ñàíäåôüîðä|Ñàíäåôüîðä|Sandefjord|Sandefjord|||Torp|Torp|Íîðâåãèÿ|Íîðâåãèÿ|59.186703|59.186703|10.258628|10.258628
TRG|TRG|||Tauranga City|Tauranga City|Òàóðàíãà|Òàóðàíãà|Tauranga|Tauranga|Íîâàÿ Çåëàíäèÿ|Íîâàÿ Çåëàíäèÿ|-37.672000|-37.672000|176.196083|176.196083
TRH|TRH|||Trona|Trona|||Trona|Trona|ÑØÀ|ÑØÀ|35.812453|35.812453|-117.327278|-117.327278
TRI|TRI|||Tri-cities Regional|Tri-cities Regional|||Blountville|Blountville|ÑØÀ|ÑØÀ|36.475222|36.475222|-82.407417|-82.407417
TRJ|TRJ|Òàðàêáèö|Òàðàêáèö|Tarakbits|Tarakbits|Òàðàêáèö|Òàðàêáèö|Tarakbits|Tarakbits|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-5.600|-5.600|141.033|141.033
TRK|TRK|||Juwata|Juwata|||Tarakan|Tarakan|Èíäîíåçèÿ|Èíäîíåçèÿ|3.326694|3.326694|117.565569|117.565569
TRL|TRL|||Terrell Field|Terrell Field|||Terrell|Terrell|Àâñòðàëèÿ|Àâñòðàëèÿ|32.709178|32.709178|-96.267391|-96.267391
TRM|TRM|||Thermal|Thermal|||Thermal|Thermal|ÑØÀ|ÑØÀ|33.626667|33.626667|-116.159667|-116.159667
TRN|TRN|||Sandro Pertini (caselle)|Sandro Pertini (caselle)|Òóðèí|Òóðèí|Turin|Turin|Èòàëèÿ|Èòàëèÿ|45.200761|45.200761|7.649631|7.649631
TRO|TRO|Òàðè|Òàðè|Taree|Taree|Òàðè|Òàðè|Taree|Taree|Àâñòðàëèÿ|Àâñòðàëèÿ|-31.888611|-31.888611|152.513889|152.513889
TRP|TRP|||Coast Guard Heliport|Coast Guard Heliport|||Tree Point|Tree Point|Ãðåöèÿ|Ãðåöèÿ|39.983333333333|39.983333333333|25.266666666667|25.266666666667
TRQ|TRQ|||Tarauaca|Tarauaca|||Tarauaca|Tarauaca|Áðàçèëèÿ|Áðàçèëèÿ|-8.155256|-8.155256|-70.783269|-70.783269
TRR|TRR|||China Bay|China Bay|Òðèíêîìàëè|Òðèíêîìàëè|Trincomalee|Trincomalee|Øðè-Ëàíêà|Øðè-Ëàíêà|8.538514|8.538514|81.181853|81.181853
TRS|TRS|||Ronchi Dei Legionari|Ronchi Dei Legionari|Òðèåñò|Òðèåñò|Trieste|Trieste|Èòàëèÿ|Èòàëèÿ|45.827500|45.827500|13.472222|13.472222
TRT|TRT|||Tremonton|Tremonton|||Tremonton|Tremonton|Áðàçèëèÿ|Áðàçèëèÿ|-7.8|-7.8|-38.283333333333|-38.283333333333
TRU|TRU|Òðóõèéî|Òðóõèéî|Trujillo|Trujillo|Òðóõèëëî|Òðóõèëëî|Trujillo|Trujillo|Ïåðó|Ïåðó|-8.081410|-8.081410|-79.108761|-79.108761
TRV|TRV|||Thiruvananthapuram International|Thiruvananthapuram International|Òðèâàíäðóì|Òðèâàíäðóì|Trivandrum|Trivandrum|Èíäèÿ|Èíäèÿ|8.482122|8.482122|76.920114|76.920114
TRW|TRW|||Bonriki|Bonriki|Òàðàâà|Òàðàâà|Tarawa|Tarawa|Êèðèáàòè|Êèðèáàòè|1.381636|1.381636|173.147036|173.147036
TRX|TRX|||Memorial|Memorial|||Trenton|Trenton|Êàíàäà|Êàíàäà|40.083528|40.083528|-93.590639|-93.590639
TRY|TRY|Òîðîðî|Òîðîðî|Tororo|Tororo|Òîðîðî|Òîðîðî|Tororo|Tororo|Êåíèÿ|Êåíèÿ|0.681389|0.681389|34.167500|34.167500
TRZ|TRZ|||Civil|Civil|Òèðó÷èðàïàëëè|Òèðó÷èðàïàëëè|Tiruchirapally|Tiruchirapally|Èíäèÿ|Èíäèÿ|10.765364|10.765364|78.709722|78.709722
TSA|TSA|||Sung Shan|Sung Shan|||Taipei|Taipei|Òàéâàíü|Òàéâàíü|25.069722|25.069722|121.552500|121.552500
TSB|TSB|Òñóìåá|Òñóìåá|Tsumeb|Tsumeb|Òñóìåá|Òñóìåá|Tsumeb|Tsumeb|Íàìèáèÿ|Íàìèáèÿ|-19.261906|-19.261906|17.732500|17.732500
TSC|TSC|Òàèøà|Òàèøà|Taisha|Taisha|Òàèøà|Òàèøà|Taisha|Taisha|Ýêâàäîð|Ýêâàäîð|-2.381667|-2.381667|-77.502778|-77.502778
TSD|TSD|Òøèïèñå|Òøèïèñå|Tshipise|Tshipise|Òøèïèñå|Òøèïèñå|Tshipise|Tshipise|Äåìîêðàòè÷åñêàÿ ðåñïóáëèêà Êîíãî|Äåìîêðàòè÷åñêàÿ ðåñïóáëèêà Êîíãî|-22.617|-22.617|30.167|30.167
TSE|TSE|Àñòàíà|Àñòàíà|Astana|Astana|Àñòàíà|Àñòàíà|Astana|Astana|Êàçàõñòàí|Êàçàõñòàí|51.022222|51.022222|71.466944|71.466944
TSF|TSF|||S. Angelo|S. Angelo|Òðåâèñî|Òðåâèñî|Treviso|Treviso|Èòàëèÿ|Èòàëèÿ|45.648400|45.648400|12.194422|12.194422
TSG|TSG|||Intermediate|Intermediate|Òàíàêðîññ|Òàíàêðîññ|Tanacross|Tanacross|ÑØÀ|ÑØÀ|63.374367|63.374367|-143.335574|-143.335574
TSH|TSH|Òøèêàïà|Òøèêàïà|Tshikapa|Tshikapa|Òøèêàïà|Òøèêàïà|Tshikapa|Tshikapa|Äåìîêðàòè÷åñêàÿ ðåñïóáëèêà Êîíãî|Äåìîêðàòè÷åñêàÿ ðåñïóáëèêà Êîíãî|-6.438333|-6.438333|20.794722|20.794722
TSI|TSI|Öèëè-Öèëè|Öèëè-Öèëè|Tsili Tsili|Tsili Tsili|Öèëè-Öèëè|Öèëè-Öèëè|Tsili Tsili|Tsili Tsili|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-6.833|-6.833|146.350|146.350
TSJ|TSJ|Öóñèìà|Öóñèìà|Tsushima|Tsushima|Öóñèìà|Öóñèìà|Tsushima|Tsushima|ßïîíèÿ|ßïîíèÿ|34.284889|34.284889|129.330549|129.330549
TSK|TSK|Òàñêóë|Òàñêóë|Taskul|Taskul|Òàñêóë|Òàñêóë|Taskul|Taskul|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-2.533|-2.533|150.450|150.450
TSL|TSL|Òàìóèí|Òàìóèí|Tamuin|Tamuin|Òàìóèí|Òàìóèí|Tamuin|Tamuin|Ìåêñèêà|Ìåêñèêà|22.038292|22.038292|-98.806503|-98.806503
TSM|TSM|Òàîñ|Òàîñ|Taos|Taos|Òàîñ|Òàîñ|Taos|Taos|ÑØÀ|ÑØÀ|36.458167|36.458167|-105.672417|-105.672417
TSN|TSN|||Tianjin Binhai International|Tianjin Binhai International|Òÿíüöçèíü|Òÿíüöçèíü|Tianjin|Tianjin|Êèòàé|Êèòàé|39.124353|39.124353|117.346183|117.346183
TSO|TSO|||Tresco|Tresco|||Isles Of Scilly|Isles Of Scilly|Âåëèêîáðèòàíèÿ|Âåëèêîáðèòàíèÿ|49.945556|49.945556|-6.331389|-6.331389
TSP|TSP|||Kern County|Kern County|||Tehachapi, CA|Tehachapi, CA|ÑØÀ|ÑØÀ|35.135000|35.135000|-118.439222|-118.439222
TSQ|TSQ|Òîððåñ|Òîððåñ|Torres|Torres|Òîððåñ|Òîððåñ|Torres|Torres|Âåíåñóýëà|Âåíåñóýëà|10.166666666667|10.166666666667|-70.25|-70.25
TSR|TSR|||Timisoara (traian Vuia) International|Timisoara (traian Vuia) International|Òèìèñîàðà|Òèìèñîàðà|Timisoara|Timisoara|Ðóìûíèÿ|Ðóìûíèÿ|45.809861|45.809861|21.337861|21.337861
TSS|TSS|||East 34th St Heliport|East 34th St Heliport|Íüþ-Éîðê|Íüþ-Éîðê|New York|New York|ÑØÀ|ÑØÀ|40.742602|40.742602|-73.972083|-73.972083
TST|TST|Òðàíã|Òðàíã|Trang|Trang|Òðàíã|Òðàíã|Trang|Trang|Òàèëàíä|Òàèëàíä|7.508744|7.508744|99.616578|99.616578
TSU|TSU|Òàáèòóà-Ñàóç|Òàáèòóà-Ñàóç|Tabiteuea South|Tabiteuea South|Òàáèòóà-Ñàóç|Òàáèòóà-Ñàóç|Tabiteuea South|Tabiteuea South|Êèðèáàòè|Êèðèáàòè|-1.474444|-1.474444|175.064444|175.064444
TSV|TSV|||Townsville International|Townsville International|Òàóíñâèëë|Òàóíñâèëë|Townsville|Townsville|Àâñòðàëèÿ|Àâñòðàëèÿ|-19.252500|-19.252500|146.765278|146.765278
TSW|TSW|Öåâè|Öåâè|Tsewi|Tsewi|Öåâè|Öåâè|Tsewi|Tsewi|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-6.967|-6.967|146.033|146.033
TSX|TSX|||Tanjung Santan|Tanjung Santan|||Tanjung Santan|Tanjung Santan|Èíäîíåçèÿ|Èíäîíåçèÿ|-0.093215|-0.093215|117.439292|117.439292
TSY|TSY|Òàñèêìàëàÿ|Òàñèêìàëàÿ|Tasikmalaya|Tasikmalaya|Òàñèêìàëàÿ|Òàñèêìàëàÿ|Tasikmalaya|Tasikmalaya|Èíäîíåçèÿ|Èíäîíåçèÿ|-7.346603|-7.346603|108.246092|108.246092
TSZ|TSZ|||Tsetserleg|Tsetserleg|||Tsetserleg|Tsetserleg|Ìîíãîëèÿ|Ìîíãîëèÿ|47.465556|47.465556|101.477778|101.477778
TTA|TTA|||Tan Tan|Tan Tan|Òàí Òàí|Òàí Òàí|Tan Tan|Tan Tan|Ïåðó|Ïåðó|28.448194|28.448194|-11.161347|-11.161347
TTB|TTB|Àðáàòàêñ|Àðáàòàêñ|Arbatax|Arbatax|||Tortoli|Tortoli|Èòàëèÿ|Èòàëèÿ|39.918761|39.918761|9.682981|9.682981
TTC|TTC|Òàëòàë|Òàëòàë|Taltal|Taltal|Òàëòàë|Òàëòàë|Taltal|Taltal|×èëè|×èëè|-25.564278|-25.564278|-70.375872|-70.375872
TTD|TTD|||Troutdale|Troutdale|||Troutdale|Troutdale|ÑØÀ|ÑØÀ|45.549361|45.549361|-122.401250|-122.401250
TTE|TTE|||Babullah|Babullah|Òåðíàòå|Òåðíàòå|Ternate|Ternate|Èíäîíåçèÿ|Èíäîíåçèÿ|0.831414|0.831414|127.381486|127.381486
TTG|TTG|||Tartagal|Tartagal|Òàðòàãàë|Òàðòàãàë|Tartagal|Tartagal|Àðãåíòèíà|Àðãåíòèíà|-22.619167|-22.619167|-63.793189|-63.793189
TTH|TTH|Òóìðàéò|Òóìðàéò|Thumrait|Thumrait|Òóìðàéò|Òóìðàéò|Thumrait|Thumrait|Îìàí|Îìàí|17.666000|17.666000|54.024612|54.024612
TTI|TTI|||Tetiaroa Is|Tetiaroa Is|||Tetiaroa Is|Tetiaroa Is|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|-17.013333|-17.013333|-149.586944|-149.586944
TTJ|TTJ|Òîòòîðè|Òîòòîðè|Tottori|Tottori|Òîòòîðè|Òîòòîðè|Tottori|Tottori|ßïîíèÿ|ßïîíèÿ|35.530069|35.530069|134.166553|134.166553
TTL|TTL|Òåðòë-Àéëåíä|Òåðòë-Àéëåíä|Turtle Island|Turtle Island|Òåðòë-Àéëåíä|Òåðòë-Àéëåíä|Turtle Island|Turtle Island|Ôèäæè|Ôèäæè|-16.965833|-16.965833|177.370278|177.370278
TTM|TTM|||Tablon De Tamara|Tablon De Tamara|||Tablon De Tamara|Tablon De Tamara|Êîëóìáèÿ|Êîëóìáèÿ|5.717|5.717|-72.100|-72.100
TTN|TTN|||Trenton Mercer Airport|Trenton Mercer Airport|||Trenton, NJ|Trenton, NJ|ÑØÀ|ÑØÀ|40.276691|40.276691|-74.813468|-74.813468
TTO|TTO|||Municipal|Municipal|||Britton|Britton|ÑØÀ|ÑØÀ|45.815028|45.815028|-97.742806|-97.742806
TTQ|TTQ|Òîðòóêåðî|Òîðòóêåðî|Tortuquero|Tortuquero|Òîðòóêåðî|Òîðòóêåðî|Tortuquero|Tortuquero|Êîñòà-Ðèêà|Êîñòà-Ðèêà|10.567778|10.567778|-83.513889|-83.513889
TTR|TTR|||Tana Toraja|Tana Toraja|Òàíà Òîðàéà|Òàíà Òîðàéà|Tana Toraja|Tana Toraja|Èíäîíåçèÿ|Èíäîíåçèÿ|-3.044736|-3.044736|119.821536|119.821536
TTS|TTS|Òñàðàòàíàíà|Òñàðàòàíàíà|Tsaratanana|Tsaratanana|Òñàðàòàíàíà|Òñàðàòàíàíà|Tsaratanana|Tsaratanana|Ìàäàãàñêàð|Ìàäàãàñêàð|-16.750|-16.750|47.617|47.617
TTT|TTT|Òàéòóíã|Òàéòóíã|Taitung|Taitung|Òàéòóíã|Òàéòóíã|Taitung|Taitung|Òàéâàíü|Òàéâàíü|22.754986|22.754986|121.101681|121.101681
TTU|TTU|||Sania Ramel|Sania Ramel|||Tetuan|Tetuan|Ìàðîêêî|Ìàðîêêî|35.594333|35.594333|-5.320019|-5.320019
TUA|TUA|||Tulcan|Tulcan|||Tulcan|Tulcan|Ýêâàäîð|Ýêâàäîð|0.809506|0.809506|-77.708056|-77.708056
TUB|TUB|||Tubuai|Tubuai|||Tubuai|Tubuai|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|-23.365353|-23.365353|-149.524072|-149.524072
TUC|TUC|||Benj Matienzo|Benj Matienzo|Òóêóìàí|Òóêóìàí|Tucuman|Tucuman|Àðãåíòèíà|Àðãåíòèíà|-26.840861|-26.840861|-65.104944|-65.104944
TUD|TUD|Òàìáàêóíäà|Òàìáàêóíäà|Tambacounda|Tambacounda|Òàìáàêóíäà|Òàìáàêóíäà|Tambacounda|Tambacounda|Ñåíåãàë|Ñåíåãàë|13.736817|13.736817|-13.653122|-13.653122
TUE|TUE|Òóïèëå|Òóïèëå|Tupile|Tupile|Òóïèëå|Òóïèëå|Tupile|Tupile|Ïàíàìà|Ïàíàìà|9.250|9.250|-78.367|-78.367
TUF|TUF|||St Symphorien|St Symphorien|Òóðñ|Òóðñ|Tours|Tours|Ôðàíöèÿ|Ôðàíöèÿ|47.431944|47.431944|0.723056|0.723056
TUG|TUG|Òóãóýãàðàî|Òóãóýãàðàî|Tuguegarao|Tuguegarao|Òóãóýãàðàî|Òóãóýãàðàî|Tuguegarao|Tuguegarao|Ôèëèïïèíû|Ôèëèïïèíû|17.638311|17.638311|121.730614|121.730614
TUH|TUH|||Arnold AFS|Arnold AFS|||Tullahoma|Tullahoma|ÑØÀ|ÑØÀ|35.39249999|35.39249999|-86.08583333|-86.08583333
TUI|TUI|Òóðàèô|Òóðàèô|Turaif|Turaif|Òóðàèô|Òóðàèô|Turaif|Turaif|Ñàóäîâñêàÿ Àðàâèÿ|Ñàóäîâñêàÿ Àðàâèÿ|31.692683|31.692683|38.731200|38.731200
TUJ|TUJ|Òóì|Òóì|Tum|Tum|Òóì|Òóì|Tum|Tum|Ýôèîïèÿ|Ýôèîïèÿ|6.250|6.250|35.500|35.500
TUK|TUK|Òóðáàò|Òóðáàò|Turbat|Turbat|Òóðáàò|Òóðáàò|Turbat|Turbat|Ïàêèñòàí|Ïàêèñòàí|25.986369|25.986369|63.030167|63.030167
TUL|TUL|||Tulsa International|Tulsa International|Òóëñà|Òóëñà|Tulsa|Tulsa|ÑØÀ|ÑØÀ|36.198389|36.198389|-95.888111|-95.888111
TUM|TUM|||Tumut|Tumut|||Tumut|Tumut|Àâñòðàëèÿ|Àâñòðàëèÿ|-35.262778|-35.262778|148.240833|148.240833
TUN|TUN|||Carthage|Carthage|Òóíèñ|Òóíèñ|Tunis|Tunis|Òóíèñ|Òóíèñ|36.851033|36.851033|10.227217|10.227217
TUO|TUO|Òàóïî|Òàóïî|Taupo|Taupo|Òàóïî|Òàóïî|Taupo|Taupo|Íîâàÿ Çåëàíäèÿ|Íîâàÿ Çåëàíäèÿ|-38.739722|-38.739722|176.084444|176.084444
TUP|TUP|||Lemons Municipal|Lemons Municipal|Òóïåëî|Òóïåëî|Tupelo|Tupelo|ÑØÀ|ÑØÀ|34.268108|34.268108|-88.769895|-88.769895
TUQ|TUQ|Òóãàí|Òóãàí|Tougan|Tougan|Òóãàí|Òóãàí|Tougan|Tougan|Áóðêèíà-Ôàñî|Áóðêèíà-Ôàñî|13.058889|13.058889|-3.077222|-3.077222
TUR|TUR|||Tucurui|Tucurui|||Tucurui|Tucurui|Áðàçèëèÿ|Áðàçèëèÿ|-3.786008|-3.786008|-49.720267|-49.720267
TUS|TUS|||Tucson International Airport|Tucson International Airport|||Tucson, AZ|Tucson, AZ|ÑØÀ|ÑØÀ|32.116083|32.116083|-110.941028|-110.941028
TUT|TUT|Òàóòà|Òàóòà|Tauta|Tauta|Òàóòà|Òàóòà|Tauta|Tauta|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-5.833|-5.833|145.933|145.933
TUU|TUU|Òàáóê|Òàáóê|Tabuk|Tabuk|Òàáóê|Òàáóê|Tabuk|Tabuk|Ñàóäîâñêàÿ Àðàâèÿ|Ñàóäîâñêàÿ Àðàâèÿ|28.365417|28.365417|36.618889|36.618889
TUV|TUV|Òóêóïèòà|Òóêóïèòà|Tucupita|Tucupita|Òóêóïèòà|Òóêóïèòà|Tucupita|Tucupita|Âåíåñóýëà|Âåíåñóýëà|9.088994|9.088994|-62.094175|-62.094175
TUW|TUW|Òóáàëà|Òóáàëà|Tubala|Tubala|Òóáàëà|Òóáàëà|Tubala|Tubala|Èíäîíåçèÿ|Èíäîíåçèÿ|8.917|8.917|-77.700|-77.700
TUX|TUX|||Tumbler Ridge|Tumbler Ridge|||Tumbler Ridge|Tumbler Ridge|Âåëèêîáðèòàíèÿ|Âåëèêîáðèòàíèÿ|55.025000|55.025000|-120.934722|-120.934722
TUY|TUY|Òóëóì|Òóëóì|Tulum|Tulum|Òóëóì|Òóëóì|Tulum|Tulum|Ìåêñèêà|Ìåêñèêà|20.227336|20.227336|-87.438206|-87.438206
TUZ|TUZ|Òóêóìà|Òóêóìà|Tucuma|Tucuma|Òóêóìà|Òóêóìà|Tucuma|Tucuma|Áðàçèëèÿ|Áðàçèëèÿ|-0.183|-0.183|-50.050|-50.050
TVA|TVA|Ìîðàôåíîáå|Ìîðàôåíîáå|Morafenobe|Morafenobe|Ìîðàôåíîáå|Ìîðàôåíîáå|Morafenobe|Morafenobe|Ìàäàãàñêàð|Ìàäàãàñêàð|-17.850|-17.850|44.917|44.917
TVC|TVC|||Cherry Capital Airport|Cherry Capital Airport|ãîðîä Òðàâåðñå|ãîðîä Òðàâåðñå|Traverse City|Traverse City|ÑØÀ|ÑØÀ|44.741639|44.741639|-85.582361|-85.582361
TVF|TVF|||Regional|Regional|||Thief River Falls|Thief River Falls|ÑØÀ|ÑØÀ|48.065667|48.065667|-96.185000|-96.185000
TVI|TVI|||Municipal|Municipal|||Thomasville|Thomasville|ÑØÀ|ÑØÀ|30.901792|30.901792|-83.881128|-83.881128
TVL|TVL|Þæíîå Îçåðî Òàõî|Þæíîå Îçåðî Òàõî|South Lake Tahoe|South Lake Tahoe|Þæíîå Îçåðî Òàõî|Þæíîå Îçåðî Òàõî|South Lake Tahoe|South Lake Tahoe|ÑØÀ|ÑØÀ|38.893882|38.893882|-119.995335|-119.995335
TVU|TVU|||Matei|Matei|Òàâåóíè|Òàâåóíè|Taveuni|Taveuni|Ôèäæè|Ôèäæè|-16.690556|-16.690556|-179.876944|-179.876944
TVY|TVY|||Dawe|Dawe|||Dawe|Dawe|Ìüÿíìà|Ìüÿíìà|14.103886|14.103886|98.203636|98.203636
TWA|TWA|||Twin Hills|Twin Hills|||Twin Hills|Twin Hills|ÑØÀ|ÑØÀ|59.074525|59.074525|-160.275042|-160.275042
TWB|TWB|||Toowoomba|Toowoomba|||Toowoomba|Toowoomba|Àâñòðàëèÿ|Àâñòðàëèÿ|-27.542778|-27.542778|151.916389|151.916389
TWD|TWD|||Port Townsend|Port Townsend|||Port Townsend|Port Townsend|ÑØÀ|ÑØÀ|48.053809|48.053809|-122.810644|-122.810644
TWE|TWE|||Taylor|Taylor|Òåéëîð|Òåéëîð|Taylor|Taylor|ÑØÀ|ÑØÀ|65.679275|65.679275|-164.798807|-164.798807
TWF|TWF|||Joslin Field - Magic Valley Regional|Joslin Field - Magic Valley Regional|||Twin Falls, ID|Twin Falls, ID|ÑØÀ|ÑØÀ|42.481806|42.481806|-114.487750|-114.487750
TWH|TWH|||Two Harbors|Two Harbors|||Catalina Island|Catalina Island|ÑØÀ|ÑØÀ|41.633333333333|41.633333333333|-120.05|-120.05
TWN|TWN|||Tewantin|Tewantin|||Tewantin|Tewantin|Àâñòðàëèÿ|Àâñòðàëèÿ|-26.388|-26.388|153.028|153.028
TWP|TWP|||Torwood|Torwood|||Torwood|Torwood|Àâñòðàëèÿ|Àâñòðàëèÿ|-17.363333|-17.363333|143.750000|143.750000
TWT|TWT|||Tawitawi|Tawitawi|||Tawitawi|Tawitawi|Ôèëèïïèíû|Ôèëèïïèíû|5.067|5.067|119.767|119.767
TWU|TWU|||Tawau|Tawau|||Tawau|Tawau|Ìàëàéçèÿ|Ìàëàéçèÿ|4.313369|4.313369|118.121953|118.121953
TWY|TWY|||Tawa|Tawa|||Tawa|Tawa|Ïîëüøà|Ïîëüøà|-7.450|-7.450|146.100|146.100
TWZ|TWZ|||Pukaki/Twizel|Pukaki/Twizel|Ìàóíò Êóê|Ìàóíò Êóê|Mount Cook|Mount Cook|Íîâàÿ Çåëàíäèÿ|Íîâàÿ Çåëàíäèÿ|-43.6|-43.6|170.16666666667|170.16666666667
TXF|TXF|||Teixeira de Freitas|Teixeira de Freitas|||Teixeira de Freitas|Teixeira de Freitas|Áðàçèëèÿ|Áðàçèëèÿ|-8.5|-8.5|-70.533333333333|-70.533333333333
TXG|TXG|Òàé÷óíã|Òàé÷óíã|Taichung|Taichung|Òàé÷óíã|Òàé÷óíã|Taichung|Taichung|Òàéâàíü|Òàéâàíü|24.186269|24.186269|120.653775|120.653775
